timestamp,equipment_id,field_id,operational_state,engine_rpm,engine_load_pct,hydraulic_pressure_bar,vibration_ms2,ambient_temp_c
2024-01-08 09:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,19.4,1.15,6.0
2024-01-17 01:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,30.2,0.86,0.4
2024-01-17 20:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,19.4,0.93,0.5
2024-01-18 01:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,25.8,1.03,5.1
2024-01-19 14:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,28.2,0.8,2.4
2024-01-20 00:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,22.2,0.77,2.8
2024-01-22 23:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,14.6,0.78,-0.8
2024-01-23 12:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,21.8,1.2,6.3
2024-01-23 15:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,20.5,1.17,-0.0
2024-01-25 22:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,21.7,0.89,1.5
2024-01-26 13:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,12.1,1.56,5.8
2024-01-26 22:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,19.3,0.81,-2.5
2024-01-28 19:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,18.3,0.74,-3.2
2024-01-29 00:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,21.2,1.16,3.0
2024-01-30 14:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,20.0,0.76,5.1
2024-02-02 16:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,19.8,0.87,0.9
2024-02-03 17:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,14.4,0.73,1.2
2024-02-03 20:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,14.5,0.83,0.2
2024-02-04 21:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,22.8,0.53,3.3
2024-02-08 01:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,11.1,0.87,6.8
2024-02-08 02:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,18.9,0.88,8.0
2024-02-10 20:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,26.9,1.43,3.4
2024-02-11 14:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,18.7,0.7,2.8
2024-02-12 14:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,15.8,0.15,2.5
2024-02-16 04:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,19.5,0.72,11.8
2024-02-16 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,17.3,1.55,7.0
2024-02-17 01:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,17.9,0.66,9.0
2024-02-17 02:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,13.3,1.17,9.1
2024-02-19 11:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,19.4,0.48,10.6
2024-02-22 11:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,19.1,0.94,10.1
2024-02-26 00:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,17.1,0.76,8.2
2024-02-27 15:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,21.0,0.89,5.3
2024-03-02 13:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,18.9,0.74,10.2
2024-03-02 22:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,21.0,0.49,7.5
2024-03-06 00:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,22.6,0.53,10.6
2024-03-06 18:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,16.6,1.4,3.1
2024-03-08 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,19.2,0.7,13.5
2024-03-09 02:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,24.1,0.56,12.1
2024-03-11 21:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,14.4,0.75,8.3
2024-03-12 01:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,18.0,0.67,12.3
2024-03-14 14:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,23.6,0.72,8.1
2024-03-18 07:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,20.7,0.59,13.8
2024-03-18 13:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,28.8,0.48,11.3
2024-03-18 14:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,17.1,0.99,9.5
2024-03-19 00:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,17.7,1.32,9.8
2024-03-19 01:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,9.5,0.95,12.5
2024-03-23 20:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,11.0,0.56,3.3
2024-03-26 04:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,22.5,0.64,16.2
2024-03-26 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,17.0,0.87,16.0
2024-03-28 19:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,24.6,1.21,9.8
2024-03-29 20:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,11.8,0.58,9.3
2024-03-30 11:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,23.0,0.6,16.1
2024-04-02 02:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,25.1,1.27,16.5
2024-04-04 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,14.5,1.15,17.4
2024-04-06 06:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,19.8,0.41,16.8
2024-04-06 21:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,21.9,0.78,11.3
2024-04-08 06:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,5.7,0.71,20.1
2024-04-09 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,17.0,1.62,17.7
2024-04-09 19:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,30.0,1.22,8.0
2024-04-11 16:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,18.0,0.11,10.8
2024-04-17 01:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,23.8,0.29,17.1
2024-04-20 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,16.9,1.01,18.0
2024-04-22 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,24.1,0.67,20.8
2024-04-23 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,13.8,0.64,25.2
2024-04-25 09:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,21.5,0.9,21.8
2024-04-26 09:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,29.2,0.77,22.2
2024-04-26 16:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,25.4,1.0,10.5
2024-04-27 16:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,20.4,0.79,16.2
2024-04-30 11:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,23.6,1.08,18.1
2024-04-30 14:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,21.6,0.85,18.8
2024-04-30 23:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,21.1,1.04,17.2
2024-05-01 16:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,26.8,0.88,16.7
2024-05-02 12:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,23.1,1.04,19.5
2024-05-06 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,18.8,1.25,19.9
2024-05-10 22:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,17.4,1.94,17.9
2024-05-11 16:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,22.9,0.77,14.3
2024-05-12 02:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,12.9,0.92,25.1
2024-05-12 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,23.3,0.68,26.9
2024-05-17 15:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,12.2,0.72,16.9
2024-05-23 00:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,24.8,0.88,18.0
2024-05-23 22:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,14.5,1.22,18.9
2024-05-26 08:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,26.8,1.36,24.4
2024-05-27 19:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,21.4,1.42,13.6
2024-05-29 19:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,17.8,0.1,18.7
2024-06-03 16:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,9.4,0.6,16.1
2024-06-05 16:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,16.9,0.51,17.8
2024-06-10 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,18.0,0.31,25.4
2024-06-10 22:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,15.7,0.94,19.9
2024-06-13 20:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,23.1,0.77,17.5
2024-06-15 04:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,19.4,0.59,21.1
2024-06-15 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,18.3,1.04,29.6
2024-06-20 20:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,25.5,0.94,17.5
2024-06-22 20:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,19.0,0.43,22.5
2024-06-23 01:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,21.6,0.76,20.1
2024-06-26 22:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,17.3,0.56,17.4
2024-06-27 16:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,25.9,1.1,18.3
2024-06-28 06:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,22.2,0.64,25.9
2024-07-05 04:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,17.1,1.07,25.2
2024-07-06 04:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,18.3,0.83,26.0
2024-07-08 06:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,21.6,0.36,25.4
2024-07-08 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,18.3,0.35,26.3
2024-07-09 00:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,20.1,0.9,22.3
2024-07-09 23:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,18.6,1.07,19.0
2024-07-10 18:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,18.4,0.94,14.2
2024-07-12 13:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,22.7,1.01,19.8
2024-07-14 04:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,27.7,0.33,27.3
2024-07-17 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,25.4,0.5,24.9
2024-07-18 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,20.1,0.88,26.3
2024-07-22 17:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,17.4,1.47,11.2
2024-07-24 23:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,24.5,0.29,20.4
2024-07-25 09:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,30.2,0.4,25.4
